Transaksi,Tanggal,Waktu,Menu,Harga,Jumlah,Total
65,22/10/2024,1:29:20 PM,Jeruk Panas,Rp10.000,1,Rp10.000
65,22/10/2024,1:29:20 PM,Es Jeruk,Rp10.000,2,Rp20.000
66,22/10/2024,1:50:56 PM,Ayam Goreng,Rp30.000,3,Rp90.000
66,22/10/2024,1:50:56 PM,Sop Konro,Rp50.000,1,Rp50.000
66,22/10/2024,1:50:56 PM,Sop Kikil,Rp40.000,2,Rp80.000
66,22/10/2024,1:50:56 PM,Peyek,Rp4.000,1,Rp4.000
66,22/10/2024,1:50:56 PM,Ketupat,Rp2.000,1,Rp2.000
66,22/10/2024,1:50:56 PM,Jus Mangga,Rp20.000,2,Rp40.000
66,22/10/2024,1:50:56 PM,Jus Alpukat,Rp20.000,1,Rp20.000
66,22/10/2024,1:50:56 PM,Jus Alpukat,Rp20.000,2,Rp40.000
67,22/10/2024,2:11:31 PM,Ikan Bakar Rica,Rp50.000,2,Rp100.000
67,22/10/2024,2:11:31 PM,Buras,Rp2.000,1,Rp2.000
67,22/10/2024,2:11:31 PM,Kacang Goreng,Rp4.000,2,Rp8.000
67,22/10/2024,2:11:31 PM,Jus Mangga,Rp20.000,1,Rp20.000
68,22/10/2024,6:32:09 PM,Konro Bakar,Rp60.000,1,Rp60.000
68,22/10/2024,6:32:09 PM,Es Jeruk,Rp10.000,2,Rp20.000
69,22/10/2024,1:49:25 PM,Dada Tuna Bakar,Rp40.000,3,Rp120.000
69,22/10/2024,1:49:25 PM,Rahang Tuna Bakar,Rp50.000,2,Rp100.000
69,22/10/2024,1:49:25 PM,Sop Kikil,Rp40.000,2,Rp80.000
69,22/10/2024,1:49:25 PM,Es Teh,Rp6.000,1,Rp6.000
69,22/10/2024,1:49:25 PM,Jus Alpukat,Rp20.000,1,Rp20.000
70,22/10/2024,11:57:01 AM,Sop Kikil,Rp40.000,2,Rp80.000
70,22/10/2024,11:57:01 AM,Dada Tuna Bakar,Rp40.000,2,Rp80.000
70,22/10/2024,11:57:01 AM,Sop Konro,Rp50.000,2,Rp100.000
70,22/10/2024,11:57:01 AM,Nasi Putih,Rp5.000,1,Rp5.000
70,22/10/2024,11:57:01 AM,Teh Panas,Rp6.000,1,Rp6.000
70,22/10/2024,11:57:01 AM,Jus Buah Naga,Rp20.000,2,Rp40.000
70,22/10/2024,11:57:01 AM,Teh Panas,Rp6.000,2,Rp12.000
71,22/10/2024,11:53:38 AM,Cumi Bakar,Rp45.000,2,Rp90.000
71,22/10/2024,11:53:38 AM,Rahang Tuna Bakar,Rp50.000,3,Rp150.000
71,22/10/2024,11:53:38 AM,Kacang Goreng,Rp4.000,1,Rp4.000
71,22/10/2024,11:53:38 AM,Buras,Rp2.000,1,Rp2.000
71,22/10/2024,11:53:38 AM,Teh Panas,Rp6.000,2,Rp12.000
71,22/10/2024,11:53:38 AM,Jeruk Panas,Rp10.000,2,Rp20.000
72,22/10/2024,10:49:09 AM,Ikan Bakar Rica,Rp50.000,3,Rp150.000
72,22/10/2024,10:49:09 AM,Ketupat,Rp2.000,2,Rp4.000
72,22/10/2024,10:49:09 AM,Es Teh,Rp6.000,1,Rp6.000
73,22/10/2024,2:15:43 PM,Dada Tuna Bakar,Rp40.000,3,Rp120.000
73,22/10/2024,2:15:43 PM,Jeruk Panas,Rp10.000,1,Rp10.000
74,22/10/2024,11:54:27 AM,Dada Tuna Bakar,Rp40.000,1,Rp40.000
74,22/10/2024,11:54:27 AM,Kerupuk,Rp3.000,1,Rp3.000
74,22/10/2024,11:54:27 AM,Jus Buah Naga,Rp20.000,1,Rp20.000
75,22/10/2024,1:46:54 PM,Sop Konro,Rp50.000,3,Rp150.000
75,22/10/2024,1:46:54 PM,Coto Makassar,Rp35.000,2,Rp70.000
75,22/10/2024,1:46:54 PM,Ketupat,Rp2.000,1,Rp2.000
75,22/10/2024,1:46:54 PM,Rahang Tuna Bakar,Rp50.000,3,Rp150.000
75,22/10/2024,1:46:54 PM,Nasi Putih,Rp5.000,2,Rp10.000
75,22/10/2024,1:46:54 PM,Peyek,Rp4.000,1,Rp4.000
75,22/10/2024,1:46:54 PM,Teh Panas,Rp6.000,1,Rp6.000
75,22/10/2024,1:46:54 PM,Jeruk Panas,Rp10.000,2,Rp20.000
75,22/10/2024,1:46:54 PM,Es Teh,Rp6.000,1,Rp6.000
76,22/10/2024,5:32:55 PM,Sop Konro,Rp50.000,3,Rp150.000
76,22/10/2024,5:32:55 PM,Nasi Putih,Rp5.000,2,Rp10.000
76,22/10/2024,5:32:55 PM,Jus Buah Naga,Rp20.000,1,Rp20.000
77,22/10/2024,2:16:34 PM,Rahang Tuna Bakar,Rp50.000,3,Rp150.000
77,22/10/2024,2:16:34 PM,Jus Mangga,Rp20.000,2,Rp40.000
78,22/10/2024,10:57:25 PM,Rahang Tuna Bakar,Rp50.000,3,Rp150.000
78,22/10/2024,10:57:25 PM,Coto Makassar,Rp35.000,1,Rp35.000
78,22/10/2024,10:57:25 PM,Ketupat,Rp2.000,2,Rp4.000
78,22/10/2024,10:57:25 PM,Ayam Bakar,Rp30.000,3,Rp90.000
78,22/10/2024,10:57:25 PM,Jus Mangga,Rp20.000,2,Rp40.000
78,22/10/2024,10:57:25 PM,Es Jeruk,Rp10.000,1,Rp10.000
78,22/10/2024,10:57:25 PM,Teh Panas,Rp6.000,1,Rp6.000
79,22/10/2024,12:59:46 PM,Sop Kikil,Rp40.000,2,Rp80.000
79,22/10/2024,12:59:46 PM,Peyek,Rp4.000,1,Rp4.000
79,22/10/2024,12:59:46 PM,Peyek,Rp4.000,2,Rp8.000
79,22/10/2024,12:59:46 PM,Jus Buah Naga,Rp20.000,2,Rp40.000
80,22/10/2024,9:24:54 AM,Rahang Tuna Bakar,Rp50.000,3,Rp150.000
80,22/10/2024,9:24:54 AM,Peyek,Rp4.000,1,Rp4.000
80,22/10/2024,9:24:54 AM,Nasi Putih,Rp5.000,2,Rp10.000
80,22/10/2024,9:24:54 AM,Es Teh,Rp6.000,1,Rp6.000
81,22/10/2024,9:50:30 PM,Sop Kikil,Rp40.000,1,Rp40.000
81,22/10/2024,9:50:30 PM,Cumi Bakar,Rp45.000,3,Rp135.000
81,22/10/2024,9:50:30 PM,Kacang Goreng,Rp4.000,1,Rp4.000
81,22/10/2024,9:50:30 PM,Kerupuk,Rp3.000,1,Rp3.000
81,22/10/2024,9:50:30 PM,Es Jeruk,Rp10.000,2,Rp20.000
81,22/10/2024,9:50:30 PM,Jus Alpukat,Rp20.000,1,Rp20.000
82,22/10/2024,8:42:06 AM,Ayam Goreng,Rp30.000,1,Rp30.000
82,22/10/2024,8:42:06 AM,Ikan Goreng Tepung,Rp50.000,3,Rp150.000
82,22/10/2024,8:42:06 AM,Nasi Putih,Rp5.000,1,Rp5.000
82,22/10/2024,8:42:06 AM,Peyek,Rp4.000,1,Rp4.000
82,22/10/2024,8:42:06 AM,Es Jeruk,Rp10.000,2,Rp20.000
82,22/10/2024,8:42:06 AM,Es Teh,Rp6.000,1,Rp6.000
83,22/10/2024,12:08:47 PM,Ikan Goreng Tepung,Rp50.000,2,Rp100.000
83,22/10/2024,12:08:47 PM,Coto Makassar,Rp35.000,3,Rp105.000
83,22/10/2024,12:08:47 PM,Ketupat,Rp2.000,1,Rp2.000
83,22/10/2024,12:08:47 PM,Nasi Putih,Rp5.000,2,Rp10.000
83,22/10/2024,12:08:47 PM,Kerupuk,Rp3.000,1,Rp3.000
83,22/10/2024,12:08:47 PM,Es Teh,Rp6.000,1,Rp6.000
83,22/10/2024,12:08:47 PM,Jus Mangga,Rp20.000,1,Rp20.000
84,22/10/2024,12:12:25 PM,Ayam Bakar,Rp30.000,2,Rp60.000
84,22/10/2024,12:12:25 PM,Buras,Rp2.000,1,Rp2.000
84,22/10/2024,12:12:25 PM,Kacang Goreng,Rp4.000,1,Rp4.000
84,22/10/2024,12:12:25 PM,Jeruk Panas,Rp10.000,1,Rp10.000
85,22/10/2024,1:00:05 PM,Sop Kikil,Rp40.000,3,Rp120.000
85,22/10/2024,1:00:05 PM,Ketupat,Rp2.000,1,Rp2.000
85,22/10/2024,1:00:05 PM,Kacang Goreng,Rp4.000,2,Rp8.000
85,22/10/2024,1:00:05 PM,Jus Mangga,Rp20.000,1,Rp20.000
86,22/10/2024,1:30:07 PM,Cumi Bakar,Rp45.000,1,Rp45.000
86,22/10/2024,1:30:07 PM,Dada Tuna Bakar,Rp40.000,1,Rp40.000
86,22/10/2024,1:30:07 PM,Konro Bakar,Rp60.000,3,Rp180.000
86,22/10/2024,1:30:07 PM,Kerupuk,Rp3.000,1,Rp3.000
86,22/10/2024,1:30:07 PM,Kacang Goreng,Rp4.000,1,Rp4.000
86,22/10/2024,1:30:07 PM,Jus Mangga,Rp20.000,2,Rp40.000
86,22/10/2024,1:30:07 PM,Es Jeruk,Rp10.000,1,Rp10.000
86,22/10/2024,1:30:07 PM,Jus Buah Naga,Rp20.000,1,Rp20.000
87,22/10/2024,2:43:03 PM,Sop Konro,Rp50.000,2,Rp100.000
87,22/10/2024,2:43:03 PM,Ayam Geprek,Rp30.000,3,Rp90.000
87,22/10/2024,2:43:03 PM,Coto Makassar,Rp35.000,1,Rp35.000
87,22/10/2024,2:43:03 PM,Ketupat,Rp2.000,3,Rp6.000
87,22/10/2024,2:43:03 PM,Jus Buah Naga,Rp20.000,2,Rp40.000
87,22/10/2024,2:43:03 PM,Teh Panas,Rp6.000,2,Rp12.000
88,22/10/2024,2:42:05 PM,Coto Makassar,Rp35.000,2,Rp70.000
88,22/10/2024,2:42:05 PM,Ketupat,Rp2.000,1,Rp2.000
88,22/10/2024,2:42:05 PM,Rahang Tuna Bakar,Rp50.000,1,Rp50.000
88,22/10/2024,2:42:05 PM,Ikan Goreng Tepung,Rp50.000,2,Rp100.000
88,22/10/2024,2:42:05 PM,Ketupat,Rp2.000,2,Rp4.000
88,22/10/2024,2:42:05 PM,Peyek,Rp4.000,1,Rp4.000
88,22/10/2024,2:42:05 PM,Jeruk Panas,Rp10.000,2,Rp20.000
88,22/10/2024,2:42:05 PM,Jus Buah Naga,Rp20.000,2,Rp40.000
88,22/10/2024,2:42:05 PM,Jus Mangga,Rp20.000,2,Rp40.000
89,22/10/2024,6:36:10 PM,Ayam Geprek,Rp30.000,1,Rp30.000
89,22/10/2024,6:36:10 PM,Ayam Goreng,Rp30.000,1,Rp30.000
89,22/10/2024,6:36:10 PM,Coto Makassar,Rp35.000,1,Rp35.000
89,22/10/2024,6:36:10 PM,Ketupat,Rp2.000,2,Rp4.000
89,22/10/2024,6:36:10 PM,Peyek,Rp4.000,1,Rp4.000
89,22/10/2024,6:36:10 PM,Teh Panas,Rp6.000,1,Rp6.000
89,22/10/2024,6:36:10 PM,Jus Alpukat,Rp20.000,2,Rp40.000
89,22/10/2024,6:36:10 PM,Jus Mangga,Rp20.000,2,Rp40.000
90,22/10/2024,11:03:22 AM,Sop Kikil,Rp40.000,3,Rp120.000
90,22/10/2024,11:03:22 AM,Jus Buah Naga,Rp20.000,1,Rp20.000
91,22/10/2024,12:16:37 PM,Coto Makassar,Rp35.000,2,Rp70.000
91,22/10/2024,12:16:37 PM,Ketupat,Rp2.000,1,Rp2.000
91,22/10/2024,12:16:37 PM,Ayam Bakar,Rp30.000,1,Rp30.000
91,22/10/2024,12:16:37 PM,Cumi Bakar,Rp45.000,1,Rp45.000
91,22/10/2024,12:16:37 PM,Kerupuk,Rp3.000,2,Rp6.000
91,22/10/2024,12:16:37 PM,Jus Alpukat,Rp20.000,2,Rp40.000
91,22/10/2024,12:16:37 PM,Jus Buah Naga,Rp20.000,1,Rp20.000
91,22/10/2024,12:16:37 PM,Jus Mangga,Rp20.000,2,Rp40.000
92,22/10/2024,9:32:35 AM,Sop Kikil,Rp40.000,1,Rp40.000
92,22/10/2024,9:32:35 AM,Dada Tuna Bakar,Rp40.000,1,Rp40.000
92,22/10/2024,9:32:35 AM,Teh Panas,Rp6.000,2,Rp12.000
92,22/10/2024,9:32:35 AM,Es Teh,Rp6.000,1,Rp6.000
92,22/10/2024,9:32:35 AM,Jus Alpukat,Rp20.000,2,Rp40.000
93,22/10/2024,4:25:46 PM,Sop Konro,Rp50.000,2,Rp100.000
93,22/10/2024,4:25:46 PM,Peyek,Rp4.000,1,Rp4.000
93,22/10/2024,4:25:46 PM,Jus Alpukat,Rp20.000,2,Rp40.000
94,22/10/2024,10:08:31 AM,Dada Tuna Bakar,Rp40.000,2,Rp80.000
94,22/10/2024,10:08:31 AM,Ayam Goreng,Rp30.000,3,Rp90.000
94,22/10/2024,10:08:31 AM,Ayam Goreng,Rp30.000,1,Rp30.000
94,22/10/2024,10:08:31 AM,Nasi Putih,Rp5.000,2,Rp10.000
94,22/10/2024,10:08:31 AM,Ketupat,Rp2.000,1,Rp2.000
94,22/10/2024,10:08:31 AM,Es Jeruk,Rp10.000,2,Rp20.000
94,22/10/2024,10:08:31 AM,Jus Buah Naga,Rp20.000,1,Rp20.000
94,22/10/2024,10:08:31 AM,Teh Panas,Rp6.000,2,Rp12.000
95,22/10/2024,12:52:20 PM,Sop Kikil,Rp40.000,2,Rp80.000
95,22/10/2024,12:52:20 PM,Konro Bakar,Rp60.000,2,Rp120.000
95,22/10/2024,12:52:20 PM,Peyek,Rp4.000,2,Rp8.000
95,22/10/2024,12:52:20 PM,Es Teh,Rp6.000,1,Rp6.000
95,22/10/2024,12:52:20 PM,Jus Mangga,Rp20.000,2,Rp40.000
96,22/10/2024,11:47:14 AM,Dada Tuna Bakar,Rp40.000,2,Rp80.000
96,22/10/2024,11:47:14 AM,Peyek,Rp4.000,1,Rp4.000
96,22/10/2024,11:47:14 AM,Buras,Rp2.000,2,Rp4.000
96,22/10/2024,11:47:14 AM,Es Jeruk,Rp10.000,2,Rp20.000
97,22/10/2024,2:51:04 PM,Ayam Bakar,Rp30.000,2,Rp60.000
97,22/10/2024,2:51:04 PM,Ikan Goreng Tepung,Rp50.000,3,Rp150.000
97,22/10/2024,2:51:04 PM,Teh Panas,Rp6.000,1,Rp6.000
97,22/10/2024,2:51:04 PM,Jus Buah Naga,Rp20.000,1,Rp20.000
98,22/10/2024,1:18:37 PM,Sop Kikil,Rp40.000,2,Rp80.000
98,22/10/2024,1:18:37 PM,Konro Bakar,Rp60.000,3,Rp180.000
98,22/10/2024,1:18:37 PM,Cumi Bakar,Rp45.000,3,Rp135.000
98,22/10/2024,1:18:37 PM,Kacang Goreng,Rp4.000,1,Rp4.000
98,22/10/2024,1:18:37 PM,Es Teh,Rp6.000,1,Rp6.000
98,22/10/2024,1:18:37 PM,Jus Mangga,Rp20.000,2,Rp40.000
99,22/10/2024,1:29:43 PM,Konro Bakar,Rp60.000,2,Rp120.000
99,22/10/2024,1:29:43 PM,Ikan Goreng Tepung,Rp50.000,2,Rp100.000
99,22/10/2024,1:29:43 PM,Kacang Goreng,Rp4.000,2,Rp8.000
99,22/10/2024,1:29:43 PM,Teh Panas,Rp6.000,1,Rp6.000
99,22/10/2024,1:29:43 PM,Jus Alpukat,Rp20.000,2,Rp40.000
100,22/10/2024,1:40:48 PM,Konro Bakar,Rp60.000,2,Rp120.000
100,22/10/2024,1:40:48 PM,Sop Konro,Rp50.000,1,Rp50.000
100,22/10/2024,1:40:48 PM,Ikan Goreng Tepung,Rp50.000,2,Rp100.000
100,22/10/2024,1:40:48 PM,Nasi Putih,Rp5.000,1,Rp5.000
100,22/10/2024,1:40:48 PM,Es Teh,Rp6.000,2,Rp12.000
100,22/10/2024,1:40:48 PM,Jus Mangga,Rp20.000,2,Rp40.000
101,22/10/2024,11:38:00 AM,Cumi Bakar,Rp45.000,1,Rp45.000
101,22/10/2024,11:38:00 AM,Kacang Goreng,Rp4.000,2,Rp8.000
101,22/10/2024,11:38:00 AM,Ketupat,Rp2.000,2,Rp4.000
101,22/10/2024,11:38:00 AM,Es Jeruk,Rp10.000,2,Rp20.000
102,22/10/2024,8:00:44 AM,Dada Tuna Bakar,Rp40.000,2,Rp80.000
102,22/10/2024,8:00:44 AM,Nasi Putih,Rp5.000,2,Rp10.000
102,22/10/2024,8:00:44 AM,Es Jeruk,Rp10.000,2,Rp20.000
102,22/10/2024,8:00:44 AM,Es Jeruk,Rp10.000,1,Rp10.000
103,22/10/2024,3:20:51 PM,Cumi Bakar,Rp45.000,3,Rp135.000
103,22/10/2024,3:20:51 PM,Cumi Bakar,Rp45.000,2,Rp90.000
103,22/10/2024,3:20:51 PM,Sop Konro,Rp50.000,3,Rp150.000
103,22/10/2024,3:20:51 PM,Es Jeruk,Rp10.000,1,Rp10.000
103,22/10/2024,3:20:51 PM,Jeruk Panas,Rp10.000,2,Rp20.000
103,22/10/2024,3:20:51 PM,Es Teh,Rp6.000,2,Rp12.000
104,22/10/2024,2:43:53 PM,Ikan Bakar Rica,Rp50.000,2,Rp100.000
104,22/10/2024,2:43:53 PM,Ayam Goreng,Rp30.000,1,Rp30.000
104,22/10/2024,2:43:53 PM,Kerupuk,Rp3.000,1,Rp3.000
104,22/10/2024,2:43:53 PM,Jus Buah Naga,Rp20.000,1,Rp20.000
104,22/10/2024,2:43:53 PM,Es Teh,Rp6.000,1,Rp6.000
105,22/10/2024,2:51:34 PM,Sop Konro,Rp50.000,3,Rp150.000
105,22/10/2024,2:51:34 PM,Rahang Tuna Bakar,Rp50.000,2,Rp100.000
105,22/10/2024,2:51:34 PM,Rahang Tuna Bakar,Rp50.000,1,Rp50.000
105,22/10/2024,2:51:34 PM,Kerupuk,Rp3.000,2,Rp6.000
105,22/10/2024,2:51:34 PM,Jus Mangga,Rp20.000,2,Rp40.000
105,22/10/2024,2:51:34 PM,Jus Mangga,Rp20.000,1,Rp20.000
105,22/10/2024,2:51:34 PM,Jeruk Panas,Rp10.000,1,Rp10.000
106,22/10/2024,2:31:26 PM,Ayam Goreng,Rp30.000,2,Rp60.000
106,22/10/2024,2:31:26 PM,Ayam Geprek,Rp30.000,2,Rp60.000
106,22/10/2024,2:31:26 PM,Ikan Bakar Rica,Rp50.000,2,Rp100.000
106,22/10/2024,2:31:26 PM,Buras,Rp2.000,1,Rp2.000
106,22/10/2024,2:31:26 PM,Jus Buah Naga,Rp20.000,1,Rp20.000
106,22/10/2024,2:31:26 PM,Es Jeruk,Rp10.000,2,Rp20.000
106,22/10/2024,2:31:26 PM,Es Teh,Rp6.000,1,Rp6.000
107,22/10/2024,1:32:44 PM,Coto Makassar,Rp35.000,2,Rp70.000
107,22/10/2024,1:32:44 PM,Ketupat,Rp2.000,1,Rp2.000
107,22/10/2024,1:32:44 PM,Ayam Bakar,Rp30.000,1,Rp30.000
107,22/10/2024,1:32:44 PM,Sop Kikil,Rp40.000,2,Rp80.000
107,22/10/2024,1:32:44 PM,Nasi Putih,Rp5.000,2,Rp10.000
107,22/10/2024,1:32:44 PM,Jeruk Panas,Rp10.000,1,Rp10.000
107,22/10/2024,1:32:44 PM,Teh Panas,Rp6.000,1,Rp6.000
107,22/10/2024,1:32:44 PM,Es Jeruk,Rp10.000,1,Rp10.000
108,22/10/2024,1:10:49 PM,Sop Konro,Rp50.000,1,Rp50.000
108,22/10/2024,1:10:49 PM,Rahang Tuna Bakar,Rp50.000,3,Rp150.000
108,22/10/2024,1:10:49 PM,Ayam Bakar,Rp30.000,2,Rp60.000
108,22/10/2024,1:10:49 PM,Es Teh,Rp6.000,1,Rp6.000
108,22/10/2024,1:10:49 PM,Teh Panas,Rp6.000,2,Rp12.000
108,22/10/2024,1:10:49 PM,Teh Panas,Rp6.000,1,Rp6.000
109,23/10/2024,12:08:43 PM,Ayam Geprek,Rp30.000,1,Rp30.000
109,23/10/2024,12:08:43 PM,Nasi Putih,Rp5.000,1,Rp5.000
109,23/10/2024,12:08:43 PM,Jeruk Panas,Rp10.000,2,Rp20.000
110,23/10/2024,1:00:00 PM,Coto Makassar,Rp35.000,3,Rp105.000
110,23/10/2024,1:00:00 PM,Ketupat,Rp2.000,1,Rp2.000
110,23/10/2024,1:00:00 PM,Rahang Tuna Bakar,Rp50.000,3,Rp150.000
110,23/10/2024,1:00:00 PM,Kacang Goreng,Rp4.000,1,Rp4.000
110,23/10/2024,1:00:00 PM,Jus Buah Naga,Rp20.000,1,Rp20.000
110,23/10/2024,1:00:00 PM,Teh Panas,Rp6.000,2,Rp12.000
111,23/10/2024,11:22:48 AM,Ayam Bakar,Rp30.000,3,Rp90.000
111,23/10/2024,11:22:48 AM,Rahang Tuna Bakar,Rp50.000,2,Rp100.000
111,23/10/2024,11:22:48 AM,Sop Konro,Rp50.000,3,Rp150.000
111,23/10/2024,11:22:48 AM,Peyek,Rp4.000,1,Rp4.000
111,23/10/2024,11:22:48 AM,Es Teh,Rp6.000,2,Rp12.000
111,23/10/2024,11:22:48 AM,Teh Panas,Rp6.000,1,Rp6.000
112,23/10/2024,12:03:21 PM,Ayam Geprek,Rp30.000,1,Rp30.000
112,23/10/2024,12:03:21 PM,Cumi Bakar,Rp45.000,3,Rp135.000
112,23/10/2024,12:03:21 PM,Nasi Putih,Rp5.000,1,Rp5.000
112,23/10/2024,12:03:21 PM,Peyek,Rp4.000,2,Rp8.000
112,23/10/2024,12:03:21 PM,Jus Alpukat,Rp20.000,2,Rp40.000
112,23/10/2024,12:03:21 PM,Jus Buah Naga,Rp20.000,1,Rp20.000
113,23/10/2024,2:57:23 PM,Ayam Bakar,Rp30.000,3,Rp90.000
113,23/10/2024,2:57:23 PM,Ayam Bakar,Rp30.000,1,Rp30.000
113,23/10/2024,2:57:23 PM,Teh Panas,Rp6.000,2,Rp12.000
113,23/10/2024,2:57:23 PM,Es Teh,Rp6.000,2,Rp12.000
114,23/10/2024,2:31:05 PM,Sop Konro,Rp50.000,1,Rp50.000
114,23/10/2024,2:31:05 PM,Buras,Rp2.000,1,Rp2.000
114,23/10/2024,2:31:05 PM,Kerupuk,Rp3.000,1,Rp3.000
114,23/10/2024,2:31:05 PM,Jus Buah Naga,Rp20.000,2,Rp40.000
115,23/10/2024,12:38:38 PM,Coto Makassar,Rp35.000,3,Rp105.000
115,23/10/2024,12:38:38 PM,Ketupat,Rp2.000,3,Rp6.000
115,23/10/2024,12:38:38 PM,Rahang Tuna Bakar,Rp50.000,3,Rp150.000
115,23/10/2024,12:38:38 PM,Jus Buah Naga,Rp20.000,2,Rp40.000
115,23/10/2024,12:38:38 PM,Es Jeruk,Rp10.000,2,Rp20.000
116,23/10/2024,7:20:43 PM,Rahang Tuna Bakar,Rp50.000,2,Rp100.000
116,23/10/2024,7:20:43 PM,Kacang Goreng,Rp4.000,2,Rp8.000
116,23/10/2024,7:20:43 PM,Peyek,Rp4.000,1,Rp4.000
116,23/10/2024,7:20:43 PM,Es Jeruk,Rp10.000,2,Rp20.000
117,23/10/2024,4:58:46 PM,Sop Kikil,Rp40.000,3,Rp120.000
117,23/10/2024,4:58:46 PM,Ayam Bakar,Rp30.000,2,Rp60.000
117,23/10/2024,4:58:46 PM,Es Teh,Rp6.000,2,Rp12.000
117,23/10/2024,4:58:46 PM,Jus Mangga,Rp20.000,2,Rp40.000
118,23/10/2024,12:52:10 PM,Coto Makassar,Rp35.000,3,Rp105.000
118,23/10/2024,12:52:10 PM,Ketupat,Rp2.000,3,Rp6.000
118,23/10/2024,12:52:10 PM,Peyek,Rp4.000,1,Rp4.000
118,23/10/2024,12:52:10 PM,Kacang Goreng,Rp4.000,1,Rp4.000
118,23/10/2024,12:52:10 PM,Jus Alpukat,Rp20.000,2,Rp40.000
119,23/10/2024,12:18:31 PM,Sop Kikil,Rp40.000,3,Rp120.000
119,23/10/2024,12:18:31 PM,Ayam Geprek,Rp30.000,3,Rp90.000
119,23/10/2024,12:18:31 PM,Peyek,Rp4.000,1,Rp4.000
119,23/10/2024,12:18:31 PM,Es Teh,Rp6.000,1,Rp6.000
119,23/10/2024,12:18:31 PM,Jus Mangga,Rp20.000,1,Rp20.000
120,23/10/2024,7:39:13 AM,Ikan Bakar Rica,Rp50.000,1,Rp50.000
120,23/10/2024,7:39:13 AM,Buras,Rp2.000,2,Rp4.000
120,23/10/2024,7:39:13 AM,Es Teh,Rp6.000,1,Rp6.000
121,23/10/2024,1:36:06 PM,Dada Tuna Bakar,Rp40.000,2,Rp80.000
121,23/10/2024,1:36:06 PM,Ayam Geprek,Rp30.000,2,Rp60.000
121,23/10/2024,1:36:06 PM,Peyek,Rp4.000,1,Rp4.000
121,23/10/2024,1:36:06 PM,Jeruk Panas,Rp10.000,1,Rp10.000
121,23/10/2024,1:36:06 PM,Jus Mangga,Rp20.000,2,Rp40.000
122,23/10/2024,3:35:33 PM,Rahang Tuna Bakar,Rp50.000,2,Rp100.000
122,23/10/2024,3:35:33 PM,Ayam Bakar,Rp30.000,1,Rp30.000
122,23/10/2024,3:35:33 PM,Konro Bakar,Rp60.000,2,Rp120.000
122,23/10/2024,3:35:33 PM,Peyek,Rp4.000,1,Rp4.000
122,23/10/2024,3:35:33 PM,Ketupat,Rp2.000,2,Rp4.000
122,23/10/2024,3:35:33 PM,Jeruk Panas,Rp10.000,2,Rp20.000
122,23/10/2024,3:35:33 PM,Jus Alpukat,Rp20.000,1,Rp20.000
122,23/10/2024,3:35:33 PM,Jus Mangga,Rp20.000,1,Rp20.000
123,23/10/2024,2:55:00 PM,Ikan Goreng Tepung,Rp50.000,1,Rp50.000
123,23/10/2024,2:55:00 PM,Buras,Rp2.000,2,Rp4.000
123,23/10/2024,2:55:00 PM,Jeruk Panas,Rp10.000,2,Rp20.000
124,23/10/2024,9:47:44 PM,Konro Bakar,Rp60.000,1,Rp60.000
124,23/10/2024,9:47:44 PM,Sop Konro,Rp50.000,1,Rp50.000
124,23/10/2024,9:47:44 PM,Sop Konro,Rp50.000,3,Rp150.000
124,23/10/2024,9:47:44 PM,Buras,Rp2.000,1,Rp2.000
124,23/10/2024,9:47:44 PM,Jus Mangga,Rp20.000,2,Rp40.000
124,23/10/2024,9:47:44 PM,Jus Alpukat,Rp20.000,2,Rp40.000
124,23/10/2024,9:47:44 PM,Es Jeruk,Rp10.000,2,Rp20.000
125,23/10/2024,7:40:29 PM,Sop Kikil,Rp40.000,1,Rp40.000
125,23/10/2024,7:40:29 PM,Dada Tuna Bakar,Rp40.000,2,Rp80.000
125,23/10/2024,7:40:29 PM,Buras,Rp2.000,2,Rp4.000
125,23/10/2024,7:40:29 PM,Buras,Rp2.000,1,Rp2.000
125,23/10/2024,7:40:29 PM,Es Jeruk,Rp10.000,2,Rp20.000
125,23/10/2024,7:40:29 PM,Es Jeruk,Rp10.000,1,Rp10.000
126,23/10/2024,1:06:09 PM,Ayam Geprek,Rp30.000,2,Rp60.000
126,23/10/2024,1:06:09 PM,Ikan Bakar Rica,Rp50.000,1,Rp50.000
126,23/10/2024,1:06:09 PM,Konro Bakar,Rp60.000,2,Rp120.000
126,23/10/2024,1:06:09 PM,Jus Buah Naga,Rp20.000,2,Rp40.000
126,23/10/2024,1:06:09 PM,Es Jeruk,Rp10.000,2,Rp20.000
126,23/10/2024,1:06:09 PM,Teh Panas,Rp6.000,1,Rp6.000
127,23/10/2024,11:25:41 AM,Coto Makassar,Rp35.000,1,Rp35.000
127,23/10/2024,11:25:41 AM,Ketupat,Rp2.000,1,Rp2.000
127,23/10/2024,11:25:41 AM,Konro Bakar,Rp60.000,2,Rp120.000
127,23/10/2024,11:25:41 AM,Ayam Goreng,Rp30.000,3,Rp90.000
127,23/10/2024,11:25:41 AM,Nasi Putih,Rp5.000,2,Rp10.000
127,23/10/2024,11:25:41 AM,Kacang Goreng,Rp4.000,2,Rp8.000
127,23/10/2024,11:25:41 AM,Es Teh,Rp6.000,2,Rp12.000
127,23/10/2024,11:25:41 AM,Jus Alpukat,Rp20.000,1,Rp20.000
